State,0,1,2,3,4,5,6
28,0.38236958929480325,0.765143769526695,0.8607897852664794,1.0183774001543149,-0.5117748071694512,-0.6334314416233167,0.9288021364708182
0,-0.5600248896992996,-0.3411172579302843,-0.12431046432047403,-0.48801807598336666,-1.02440134979048,1.0568933342215816,1.2415870952272463
47,-0.12082745923210719,0.19750643946774507,0.2793572264265084,0.6031892109878868,-0.660945693478484,-0.7879529520698296,-0.6174167626035539
21,0.8224323915499563,0.8229663501958856,0.9052028973777168,1.1631829397991365,-0.4722268311894159,-0.6138356476141099,-0.4241865994063644
5,-0.75802179403961,-0.8375134404156234,-2.081081887694307,-2.115583550739241,1.683701216408535,1.484921355814166,1.942730863645552
27,-0.5515477798236805,-0.35272818070140194,0.2414094419490857,0.11091695065673714,-0.7920691086464171,-0.9434447862098848,-0.7975512061679088
8,1.6629599640647312,1.4248926611399917,1.4828578305657687,1.3886051144878169,-0.38858855793000985,-0.6244912494392582,-0.2764379427145516
32,0.6942773104836417,1.0433091461027304,0.6489392422210561,0.9940243838119956,-0.5324597048569338,-0.6231191356275533,-0.5260778768039631
39,-0.5339775959055519,-0.43884488138542965,0.34411697193826396,0.027540904951409,-0.810137278573221,-0.9697609960839225,-0.7445053730281151
26,-0.19308541271758217,0.3776488280035398,-1.0081960955259173,-0.517335360188677,-1.0405348244212338,-1.0655573522522817,-1.0259968409711615
0,-0.5516010346236268,-0.33367884390950064,-0.10955380817216326,-0.45772120649189196,-1.082552241964182,1.0344947355677219,1.2292477929648347
0,-0.5514487177031026,-0.33357782485321597,-0.10912930502212506,-0.45620571001025706,-1.0810001198513153,1.0342302090355753,1.2288320035378264
5,-0.7580300180901998,-0.8375473892751072,-2.0808973467985696,-2.1153626033929975,1.6836229854517422,1.4848755739945334,1.9455826052202922
28,0.382104366199528,0.7649179434455452,0.8607640979603384,1.01827398094219,-0.5118036201531584,-0.6334726300126773,0.9288932244273814
16,0.4764999377059419,0.8962931346732455,0.6581312588311048,0.9144054429260163,-0.5525286368279108,-0.6540720323156651,-0.6534636038894428
22,-0.32602888194691415,-0.3092022705647824,-0.16811931163624083,-0.12988979585285076,1.034807212222457,0.9858311142657837,1.225814578743948
24,-0.5075792389732114,-0.33491559476031735,-0.05017040223578912,-0.5925825857058199,-1.038367596204335,1.1835140981850483,-0.88461852231824
42,-0.510279131813961,-0.9881432770423808,-1.485467367302177,-0.2536531588972944,-1.052972028004518,-1.088869304685414,-0.8884691159796364
1,0.08564942991123611,-1.0058785890564612,0.9362647274690711,1.0411760233966716,-0.5185712624683352,-0.7349090671957309,0.7827485636030077
32,0.6936664455031499,1.0429149579356867,0.6482959953525969,0.9929476068481711,-0.5327862936575071,-0.6234299500632438,-0.5263861988640394
49,-0.7961732199486059,-1.0501961020877528,-2.130563433596619,-2.477568426257994,1.7857713033890092,1.6067106850802053,1.9452591315919916
14,-0.7205818755456352,-0.5796717381036549,-0.7672031296731461,-0.8618127009169306,1.436410900376988,1.1688270219063404,1.3787276948723652
38,-0.1665027569269986,-0.23684439137530913,0.3170836614130043,0.06105642006472593,1.0838296817611668,-0.949633062098487,-0.6832874995410747
25,-0.33676235266049015,0.12455863626210842,-0.42116685858677155,-0.4477668661151285,1.1697442644941363,1.0027604326868347,1.2539793673313069
2,-0.8450717050583553,-1.4476292859379334,-0.5441172958507088,-0.8092347748459525,1.2923890807242857,1.242441960926007,-0.9719298547102788
47,-0.1211635460018636,0.1966606172034769,0.2781937068162111,0.602413505707466,-0.6612695158076447,-0.7881832699610805,-0.6169348502482601
